,SalePrice
1365,138344.63636016846
1366,127715.10200500488
1367,236155.24657440186
1368,206397.2728729248
1369,241851.84447479248
1370,191878.12859344482
1371,252895.8837814331
1372,309660.11445617676
1373,245137.67933654785
1374,245384.12630462646
1375,194948.472114563
1376,174716.60552978516
1377,143792.03746795654
1378,175866.86484527588
1379,188537.51538085938
1380,204519.98259735107
1381,231927.9967803955
1382,145172.97793579102
1383,157639.4705581665
1384,109146.67951202393
1385,207518.70747375488
1386,209684.40856933594
1387,218108.1257171631
1388,200144.70852661133
1389,257845.68772888184
1390,207026.91514587402
1391,230849.30534362793
1392,233098.53591156006
1393,141065.7331161499
1394,202897.9831237793
1395,202204.80628967285
1396,192600.33833312988
1397,207917.81149291992
1398,105510.31769561768
1399,139154.93421173096
1400,138205.72006988525
1401,197725.39295959473
1402,149107.0945739746
1403,246492.47764587402
1404,149250.49160766602
1405,126647.21166992188
1406,75497.76127624512
1407,86579.8318862915
1408,77646.93696594238
1409,141771.37523651123
1410,76252.98965454102
1411,7776.781677246094
1412,103826.46197509766
1413,121127.85469055176
1414,99241.5004119873
1415,143270.91342926025
1416,141875.54194641113
1417,158292.75454711914
1418,151977.57822418213
1419,101795.14291381836
1420,164501.0092010498
1421,214902.11016082764
1422,213551.1219406128
1423,212168.98623657227
1424,191166.40174102783
1425,245250.94393920898
1426,116430.3392944336
1427,155053.8337020874
1428,35667.3117980957
1429,54528.12471008301
1430,149664.60108184814
1431,22043.431442260742
1432,73736.32512664795
1433,48134.96395111084
1434,336974.1746902466
1435,291093.4204483032
1436,216409.5569229126
1437,129263.00248718262
1438,214999.72221374512
1439,146444.928024292
1440,232795.93747711182
1441,201885.60846710205
1442,292757.6296386719
1443,327983.7462692261
1444,77724.0978012085
1445,198263.6286315918
1446,120746.1530380249
1447,110399.43831634521
1448,138492.59127807617
1449,68929.77194976807
1450,70025.12720489502
1451,158669.4009399414
1452,62930.81576538086
1453,64745.56123352051
1454,74972.5403137207
1455,70094.12284851074
1456,168127.6613922119
1457,121735.18392944336
1458,213153.2166595459
